56639,Bubalus mindorensis,"Bubalus mindorensis",Bubalus mindorensis,1
330703,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Pecari sp. maximus,2
59896,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei,2
498590,Naemorhedus caudatus,"Naemorhedus caudatus",Naemorhedus caudatus raddeanus,1
43347,Bison bison athabascae,"Bison bison athabascae",Bison bison athabascae,2
554455,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus laniger,2
89462,Bubalus arnee,"Bubalus arnee (Nepal) (Excludes the domesticated form, which is referenced as Bubalus bubalis)",Bubalus bubalis,3
676787,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus labradorius,2
509060,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei vignei,2
9833,Hippopotamus amphibius,"Hippopotamus amphibius",Hippopotamus amphibius,2
9828,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Tayassu,2
373516,Capra falconeri,"Capra falconeri",Capra falconeri megaceros,1
373515,Capra falconeri,"Capra falconeri",Capra falconeri heptneri,1
69303,Gazella leptoceros,"Gazella leptoceros",Gazella leptoceros,1
69301,Gazella cuvieri,"&#9;Gazella cuvieri",Gazella cuvieri,1
694474,Antilocapra americana,"Antilocapra americana (Only the population of Mexico; no other population is included in the Appendices)",Antilocapra americana sonoriensis,1
648175,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. NAA-2009a,2
9827,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Tayassuidae,2
9664,Mellivora capensis,"Mellivora capensis (Botswana)",Mellivora capensis,3
443256,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus lupus,2
156212,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon ammon,2
164931,Cervus elaphus bactrianus,"Cervus elaphus bactrianus",Cervus elaphus bactrianus,2
1073286,Capricornis milneedwardsii,"Capricornis milneedwardsii",Capricornis milneedwardsii,1
425934,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus signatus,2
9829,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Pecari tajacu,2
51153,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Catagonus,2
112262,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis canadensis,2
9907,Bos mutus,"Bos mutus (Excludes the domesticated form, which is referenced as Bos grunniens, and is not subject to the provisions of the Convention)",Bos mutus,1
9904,Bos gaurus,"Bos gaurus (Excludes the domesticated form, which is referenced as Bos frontalis, and is not subject to the provisions of the Convention)",Bos gaurus,1
112261,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis nelsoni,2
37182,Budorcas taxicolor,"Budorcas taxicolor",Budorcas taxicolor bedfordi,2
230172,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon polii,2
230171,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon karelini,2
37181,Budorcas taxicolor,"Budorcas taxicolor",Budorcas taxicolor,2
51154,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Catagonus wagneri,2
84704,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp.,2
144737,Cervus elaphus barbarus,"Cervus elaphus barbarus (Algeria, Tunisia)",Cervus elaphus barbarus,3
67941,Nanger dama,"Nanger dama",Nanger dama ruficollis,1
67940,Nanger dama,"Nanger dama",Nanger dama,1
286419,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus dingo,2
135829,Bos sauveli,"&#9;Bos sauveli",Bos sauveli,1
72278,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei bochariensis,2
35609,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Pecari,2
37183,Budorcas taxicolor,"Budorcas taxicolor",Budorcas taxicolor taxicolor,2
659069,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus mogollonensis,2
246882,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus pallipes,2
72760,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon darwini,2
246881,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus chanco,2
50347,Cephalophus silvicultor,"Cephalophus silvicultor",Cephalophus silvicultor,2
59525,Antilope cervicapra,"Antilope cervicapra (Nepal)",Antilope cervicapra,3
1088704,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. RWM-2011,2
68409,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus berezovskii caobangis,2
68408,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus berezovskii,2
1088059,Pudu mephistophiles,"Pudu mephistophiles",Pudu mephistophiles,2
68724,Canis aureus,"Canis aureus (India)",Canis aureus,3
906840,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. NYSZ-Bu75,2
9843,Vicugna vicugna,"Vicugna vicugna [Only the populations of Argentina1 (the populations of the Provinces of Jujuy and Catamarca and the semi-captive populations of the Provinces of Jujuy, Salta, Catamarca, La Rioja and San Juan); Chile2 (population of the Primera Regi&oacute;n); Peru3 (the whole population); and the Plurinational State of Bolivia4 (the whole population); all other populations are included in Appendix I]",Vicugna vicugna,2
48167,Capra falconeri,"Capra falconeri",Capra falconeri,1
191607,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei arkal,2
39411,Oryx leucoryx,"Oryx leucoryx",Oryx leucoryx,1
261756,Nanger dama,"Nanger dama",Nanger dama mhorr,1
191609,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon nigrimontana,2
191608,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon collium,2
68410,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus,2
68411,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus berezovskii bijiangensis,2
68412,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus chrysogaster,2
68413,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus fuscus,2
68414,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus leucogaster,2
68415,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus moschiferus,2
9840,Lama guanicoe,"Lama guanicoe",Lama guanicoe,2
273918,Vicugna vicugna,"Vicugna vicugna [Only the populations of Argentina1 (the populations of the Provinces of Jujuy and Catamarca and the semi-captive populations of the Provinces of Jujuy, Salta, Catamarca, La Rioja and San Juan); Chile2 (population of the Primera Regi&oacute;n); Peru3 (the whole population); and the Plurinational State of Bolivia4 (the whole population); all other populations are included in Appendix I]",Vicugna vicugna vicugna,2
27596,Bubalus depressicornis,"Bubalus depressicornis",Bubalus depressicornis,1
907742,Philantomba monticola,"Philantomba monticola",Philantomba monticola,2
273910,Lama guanicoe,"Lama guanicoe",Lama guanicoe huanacus,2
273911,Lama guanicoe,"Lama guanicoe",Lama guanicoe guanicoe,2
273917,Vicugna vicugna,"Vicugna vicugna [Only the populations of Argentina1 (the populations of the Provinces of Jujuy and Catamarca and the semi-captive populations of the Provinces of Jujuy, Salta, Catamarca, La Rioja and San Juan); Chile2 (population of the Primera Regi&oacute;n); Peru3 (the whole population); and the Plurinational State of Bolivia4 (the whole population); all other populations are included in Appendix I]",Vicugna vicugna mensalis,2
9615,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus familiaris,2
59515,Addax nasomaculatus,"Addax nasomaculatus",Addax nasomaculatus,1
644627,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus hattai,2
37751,Gazella dorcas,"Gazella dorcas (Algeria, Tunisia)",Gazella dorcas,3
143918,Damaliscus pygargus pygargus,"Damaliscus pygargus pygargus",Damaliscus pygargus pygargus,2
82125,Hippotragus niger variani,"Hippotragus niger variani",Hippotragus niger variani,1
673884,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. JG34,2
1088030,Naemorhedus baileyi,"Naemorhedus baileyi",Naemorhedus baileyi,1
129233,Cephalophus zebra,"Cephalophus zebra",Cephalophus zebra,2
643832,Herpestes smithii,"Herpestes smithii (India)",Herpestes smithii,3
1218238,Saiga tatarica,"Saiga tatarica",Saiga tatarica mongolica,2
73823,Tetracerus quadricornis,"Tetracerus quadricornis (Nepal)",Tetracerus quadricornis,3
1001911,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus lupaster,2
34871,Naemorhedus goral,"Naemorhedus goral",Naemorhedus goral,1
34875,Saiga tatarica,"Saiga tatarica",Saiga tatarica,2
204265,Galictis vittata,"Galictis vittata (Costa Rica)",Galictis vittata,3
204263,Eira barbara,"Eira barbara (Honduras)",Eira barbara,3
91881,Kobus leche,"Kobus leche",Kobus leche smithemani,2
91880,Kobus leche,"Kobus leche",Kobus leche leche,2
1047176,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis sierrae,2
391902,Bubalus arnee,"Bubalus arnee (Nepal) (Excludes the domesticated form, which is referenced as Bubalus bubalis)",Bubalus bubalis bubalis,3
59534,Oryx dammah,"Oryx dammah",Oryx dammah,1
9612,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus,2
59531,Kobus leche,"Kobus leche",Kobus leche,2
363602,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. CAM-2005,2
188536,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus hodophilax,2
34865,Capricornis sumatraensis,"Capricornis sumatraensis",Capricornis sumatraensis,1
328699,Herpestes urva,"Herpestes urva (India)",Herpestes urva,3
561742,Naemorhedus griseus,"Naemorhedus griseus",Naemorhedus griseus,1
129225,Cephalophus jentinki,"Cephalophus jentinki",Cephalophus jentinki,1
509045,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon sevetzovi,2
37173,Naemorhedus caudatus,"Naemorhedus caudatus",Naemorhedus caudatus,1
129228,Cephalophus ogilbyi,"Cephalophus ogilbyi",Cephalophus ogilbyi,2
9891,Antilocapra americana,"Antilocapra americana (Only the population of Mexico; no other population is included in the Appendices)",Antilocapra americana,1
475978,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus sp. JEG-2007,2
990119,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus x Canis lupus familiaris,2
1256861,Capricornis milneedwardsii,"Capricornis milneedwardsii",Capricornis milneedwardsii maritimus,1
30527,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon,2
155054,Budorcas taxicolor,"Budorcas taxicolor",Budorcas taxicolor tibetana,2
9899,Ammotragus lervia,"Ammotragus lervia",Ammotragus lervia,2
273909,Lama guanicoe,"Lama guanicoe",Lama guanicoe voglii,2
273908,Lama guanicoe,"Lama guanicoe",Lama guanicoe cacsilensis,2
197782,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis mexicana,2
91879,Kobus leche,"Kobus leche",Kobus leche kafuensis,2
197787,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis weemsi,2
56640,Bubalus quarlesi,"Bubalus quarlesi",Bubalus quarlesi,1
37174,Ovis canadensis,"Ovis canadensis (Only the population of Mexico; no other population is included in the Appendices)",Ovis canadensis,2
439458,Ovis ammon,"Ovis ammon (Except the subspecies included in Appendix I)",Ovis ammon hodgsoni,2
575201,Hippopotamus amphibius,"Hippopotamus amphibius",Hippopotamus amphibius kiboko,2
509055,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei blanfordi,2
509057,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei cycloceros,2
643833,Herpestes vitticollis,"Herpestes vitticollis (India)",Herpestes vitticollis,3
1267572,Moschus spp.,"Moschus spp. (Except the populations of Afghanistan, Bhutan, India, Myanmar, Nepal and Pakistan, which are included in Appendix I)",Moschus anhuiensis,2
56798,Hexaprotodon liberiensis,"Hexaprotodon liberiensis",Hexaprotodon liberiensis,2
509059,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei punjabensis,2
509058,Ovis vignei,"Ovis vignei (Except the subspecies included in Appendix I)",Ovis vignei kermanensis,2
74864,Martes flavigula,"Martes flavigula (India)",Martes flavigula,3
643830,Herpestes fuscus,"Herpestes fuscus (India)",Herpestes fuscus,3
30535,Tayassuidae spp.,"Tayassuidae spp. (Except the species included in Appendix I and the populations of Pecari tajacu of Mexico and the United States of America, which are not included in the Appendices)",Tayassu pecari,2
97360,Cephalophus dorsalis,"Cephalophus dorsalis",Cephalophus dorsalis,2
143281,Canis lupus,"Canis lupus (Except the populations of Bhutan, India, Nepal and Pakistan, which are included in Appendix I. Excludes the domesticated form and the dingo which are referenced as Canis lupus familiaris and Canis lupus dingo.)",Canis lupus baileyi,2
